"voyelle" "partie" "vitesse" "durée" "locuteur"
"on" "nasal" "lente" 452 "cnfr"
"on" "nasal" "lente" 390 "cnfr"
"on" "nasal" "lente" 450 "cnfr"
"on" "nasal" "lente" 394 "cnfr"
"on" "nasal" "lente" 447 "cnfr"
"on" "nasal" "lente" 377 "cnfr"
"on" "nasal" "lente" 391 "cnfr"
"on" "nasal" "lente" 394 "cnfr"
"on" "nasal" "lente" 414 "cnfr"
"on" "nasal" "lente" 438 "cnfr"
"on" "nasal" "lente" 485 "cnfr"
"on" "nasal" "lente" 428 "cnfr"
"on" "nasal" "lente" 435 "cnfr"
"on" "nasal" "lente" 420 "cnfr"
"on" "nasal" "lente" 416 "cnfr"
"on" "nasal" "lente" 514 "cnfr"
"on" "nasal" "lente" 447 "cnfr"
"on" "nasal" "lente" 461 "cnfr"
"on" "nasal" "lente" 420 "cnfr"
"on" "nasal" "lente" 433 "cnfr"
"on" "nasal" "lente" 364 "cnfr"
"on" "nasal" "lente" 419 "cnfr"
"on" "nasal" "lente" 446 "cnfr"
"on" "nasal" "lente" 455 "cnfr"
"on" "nasal" "lente" 503 "cnfr"
"on" "nasal" "lente" 471 "cnfr"
"on" "nasal" "lente" 434 "cnfr"
"on" "nasal" "lente" 490 "cnfr"
"on" "nasal" "lente" 438 "cnfr"
"on" "nasal" "lente" 485 "cnfr"
"on" "nasal" "lente" 421 "cnfr"
"on" "nasal" "lente" 355 "cnfr"
"on" "nasal" "lente" 509 "cnfr"
"on" "nasal" "lente" 432 "cnfr"
"on" "nasal" "lente" 435 "cnfr"
"on" "nasal" "lente" 424 "cnfr"
"on" "nasal" "lente" 434 "cnfr"
"on" "nasal" "lente" 450 "cnfr"
"on" "nasal" "lente" 419 "cnfr"
"on" "nasal" "lente" 435 "cnfr"
"on" "nasal" "lente" 408 "cnfr"
"on" "nasal" "lente" 426 "cnfr"
"on" "nasal" "lente" 533 "cnfr"
"on" "nasal" "lente" 406 "cnfr"
"on" "nasal" "lente" 415 "cnfr"
"on" "nasal" "lente" 407 "cnfr"
"on" "nasal" "lente" 487 "cnfr"
"on" "nasal" "lente" 429 "cnfr"
"ain" "oral" "lente" 63 "cnfr"
"ain" "oral" "lente" 87 "cnfr"
"ain" "oral" "lente" 85 "cnfr"
"ain" "oral" "lente" 63 "cnfr"
"ain" "oral" "lente" 73 "cnfr"
"ain" "oral" "lente" 87 "cnfr"
"ain" "oral" "lente" 90 "cnfr"
"ain" "oral" "lente" 64 "cnfr"
"ain" "oral" "lente" 69 "cnfr"
"ain" "oral" "lente" 69 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "oral" "lente" 77 "cnfr"
"ain" "oral" "lente" 96 "cnfr"
"ain" "oral" "lente" 61 "cnfr"
"ain" "oral" "lente" 45 "cnfr"
"ain" "oral" "lente" 87 "cnfr"
"ain" "oral" "lente" 84 "cnfr"
"ain" "oral" "lente" 61 "cnfr"
"ain" "oral" "lente" 76 "cnfr"
"ain" "oral" "lente" 82 "cnfr"
"ain" "oral" "lente" 70 "cnfr"
"ain" "oral" "lente" 75 "cnfr"
"ain" "oral" "lente" 61 "cnfr"
"ain" "oral" "lente" 78 "cnfr"
"ain" "oral" "lente" 68 "cnfr"
"ain" "oral" "lente" 68 "cnfr"
"ain" "oral" "lente" 69 "cnfr"
"ain" "oral" "lente" 62 "cnfr"
"ain" "oral" "lente" 68 "cnfr"
"ain" "oral" "lente" 82 "cnfr"
"ain" "oral" "lente" 63 "cnfr"
"ain" "oral" "lente" 52 "cnfr"
"ain" "oral" "lente" 73 "cnfr"
"ain" "oral" "lente" 68 "cnfr"
"ain" "oral" "lente" 89 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "oral" "lente" 69 "cnfr"
"ain" "oral" "lente" 61 "cnfr"
"ain" "oral" "lente" 84 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 88 "cnfr"
"ain" "oral" "lente" 87 "cnfr"
"ain" "oral" "lente" 78 "cnfr"
"ain" "oral" "lente" 86 "cnfr"
"ain" "oral" "lente" 61 "cnfr"
"ain" "oral" "lente" 103 "cnfr"
"ain" "oral" "lente" 89 "cnfr"
"ain" "oral" "lente" 89 "cnfr"
"ain" "oral" "lente" 60 "cnfr"
"ain" "oral" "lente" 80 "cnfr"
"ain" "oral" "lente" 110 "cnfr"
"ain" "oral" "lente" 85 "cnfr"
"ain" "oral" "lente" 57 "cnfr"
"ain" "oral" "lente" 62 "cnfr"
"ain" "oral" "lente" 75 "cnfr"
"ain" "oral" "lente" 82 "cnfr"
"ain" "oral" "lente" 76 "cnfr"
"ain" "oral" "lente" 75 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "nasal" "lente" 259 "cnfr"
"ain" "nasal" "lente" 258 "cnfr"
"ain" "nasal" "lente" 280 "cnfr"
"ain" "nasal" "lente" 254 "cnfr"
"ain" "nasal" "lente" 248 "cnfr"
"ain" "nasal" "lente" 282 "cnfr"
"ain" "nasal" "lente" 248 "cnfr"
"ain" "nasal" "lente" 363 "cnfr"
"ain" "nasal" "lente" 282 "cnfr"
"ain" "nasal" "lente" 281 "cnfr"
"ain" "nasal" "lente" 314 "cnfr"
"ain" "nasal" "lente" 301 "cnfr"
"ain" "nasal" "lente" 311 "cnfr"
"ain" "nasal" "lente" 303 "cnfr"
"ain" "nasal" "lente" 301 "cnfr"
"ain" "nasal" "lente" 324 "cnfr"
"ain" "nasal" "lente" 337 "cnfr"
"ain" "nasal" "lente" 259 "cnfr"
"ain" "nasal" "lente" 290 "cnfr"
"ain" "nasal" "lente" 278 "cnfr"
"ain" "nasal" "lente" 310 "cnfr"
"ain" "nasal" "lente" 245 "cnfr"
"ain" "nasal" "lente" 314 "cnfr"
"ain" "nasal" "lente" 268 "cnfr"
"ain" "nasal" "lente" 316 "cnfr"
"ain" "nasal" "lente" 277 "cnfr"
"ain" "nasal" "lente" 298 "cnfr"
"ain" "nasal" "lente" 316 "cnfr"
"ain" "nasal" "lente" 250 "cnfr"
"ain" "nasal" "lente" 302 "cnfr"
"ain" "nasal" "lente" 237 "cnfr"
"ain" "nasal" "lente" 279 "cnfr"
"ain" "nasal" "lente" 285 "cnfr"
"ain" "nasal" "lente" 322 "cnfr"
"ain" "nasal" "lente" 317 "cnfr"
"ain" "nasal" "lente" 268 "cnfr"
"ain" "nasal" "lente" 295 "cnfr"
"ain" "nasal" "lente" 265 "cnfr"
"ain" "nasal" "lente" 239 "cnfr"
"ain" "nasal" "lente" 238 "cnfr"
"ain" "nasal" "lente" 289 "cnfr"
"ain" "nasal" "lente" 260 "cnfr"
"ain" "nasal" "lente" 276 "cnfr"
"ain" "nasal" "lente" 247 "cnfr"
"ain" "nasal" "lente" 284 "cnfr"
"ain" "nasal" "lente" 317 "cnfr"
"ain" "nasal" "lente" 273 "cnfr"
"ain" "nasal" "lente" 236 "cnfr"
"ain" "nasal" "lente" 248 "cnfr"
"ain" "nasal" "lente" 234 "cnfr"
"ain" "nasal" "lente" 288 "cnfr"
"ain" "nasal" "lente" 265 "cnfr"
"ain" "nasal" "lente" 305 "cnfr"
"ain" "nasal" "lente" 206 "cnfr"
"ain" "nasal" "lente" 298 "cnfr"
"ain" "nasal" "lente" 331 "cnfr"
"ain" "nasal" "lente" 352 "cnfr"
"ain" "nasal" "lente" 303 "cnfr"
"ain" "nasal" "lente" 251 "cnfr"
"ain" "nasal" "lente" 270 "cnfr"
"an" "oral" "lente" 159 "cnfr"
"an" "oral" "lente" 151 "cnfr"
"an" "oral" "lente" 139 "cnfr"
"an" "oral" "lente" 174 "cnfr"
"an" "oral" "lente" 150 "cnfr"
"an" "oral" "lente" 143 "cnfr"
"an" "oral" "lente" 125 "cnfr"
"an" "oral" "lente" 150 "cnfr"
"an" "oral" "lente" 185 "cnfr"
"an" "oral" "lente" 176 "cnfr"
"an" "oral" "lente" 136 "cnfr"
"an" "oral" "lente" 121 "cnfr"
"an" "oral" "lente" 131 "cnfr"
"an" "oral" "lente" 148 "cnfr"
"an" "oral" "lente" 149 "cnfr"
"an" "oral" "lente" 138 "cnfr"
"an" "oral" "lente" 129 "cnfr"
"an" "oral" "lente" 131 "cnfr"
"an" "oral" "lente" 167 "cnfr"
"an" "oral" "lente" 159 "cnfr"
"an" "oral" "lente" 121 "cnfr"
"an" "oral" "lente" 135 "cnfr"
"an" "oral" "lente" 140 "cnfr"
"an" "oral" "lente" 143 "cnfr"
"an" "oral" "lente" 163 "cnfr"
"an" "oral" "lente" 127 "cnfr"
"an" "oral" "lente" 182 "cnfr"
"an" "oral" "lente" 144 "cnfr"
"an" "oral" "lente" 164 "cnfr"
"an" "oral" "lente" 156 "cnfr"
"an" "oral" "lente" 144 "cnfr"
"an" "oral" "lente" 150 "cnfr"
"an" "oral" "lente" 160 "cnfr"
"an" "oral" "lente" 159 "cnfr"
"an" "oral" "lente" 182 "cnfr"
"an" "oral" "lente" 122 "cnfr"
"an" "oral" "lente" 182 "cnfr"
"an" "oral" "lente" 169 "cnfr"
"an" "oral" "lente" 172 "cnfr"
"an" "oral" "lente" 151 "cnfr"
"an" "oral" "lente" 159 "cnfr"
"an" "oral" "lente" 147 "cnfr"
"an" "oral" "lente" 152 "cnfr"
"an" "oral" "lente" 150 "cnfr"
"an" "oral" "lente" 138 "cnfr"
"an" "oral" "lente" 116 "cnfr"
"an" "oral" "lente" 132 "cnfr"
"an" "oral" "lente" 146 "cnfr"
"an" "oral" "lente" 156 "cnfr"
"an" "oral" "lente" 148 "cnfr"
"an" "oral" "lente" 133 "cnfr"
"an" "oral" "lente" 156 "cnfr"
"an" "oral" "lente" 133 "cnfr"
"an" "oral" "lente" 177 "cnfr"
"an" "oral" "lente" 185 "cnfr"
"an" "oral" "lente" 154 "cnfr"
"an" "oral" "lente" 127 "cnfr"
"an" "oral" "lente" 145 "cnfr"
"an" "oral" "lente" 113 "cnfr"
"an" "oral" "lente" 161 "cnfr"
"an" "nasal" "lente" 307 "cnfr"
"an" "nasal" "lente" 272 "cnfr"
"an" "nasal" "lente" 239 "cnfr"
"an" "nasal" "lente" 301 "cnfr"
"an" "nasal" "lente" 256 "cnfr"
"an" "nasal" "lente" 340 "cnfr"
"an" "nasal" "lente" 304 "cnfr"
"an" "nasal" "lente" 270 "cnfr"
"an" "nasal" "lente" 267 "cnfr"
"an" "nasal" "lente" 218 "cnfr"
"an" "nasal" "lente" 284 "cnfr"
"an" "nasal" "lente" 328 "cnfr"
"an" "nasal" "lente" 216 "cnfr"
"an" "nasal" "lente" 283 "cnfr"
"an" "nasal" "lente" 331 "cnfr"
"an" "nasal" "lente" 310 "cnfr"
"an" "nasal" "lente" 272 "cnfr"
"an" "nasal" "lente" 308 "cnfr"
"an" "nasal" "lente" 205 "cnfr"
"an" "nasal" "lente" 269 "cnfr"
"an" "nasal" "lente" 226 "cnfr"
"an" "nasal" "lente" 318 "cnfr"
"an" "nasal" "lente" 260 "cnfr"
"an" "nasal" "lente" 318 "cnfr"
"an" "nasal" "lente" 289 "cnfr"
"an" "nasal" "lente" 321 "cnfr"
"an" "nasal" "lente" 335 "cnfr"
"an" "nasal" "lente" 254 "cnfr"
"an" "nasal" "lente" 334 "cnfr"
"an" "nasal" "lente" 318 "cnfr"
"an" "nasal" "lente" 344 "cnfr"
"an" "nasal" "lente" 266 "cnfr"
"an" "nasal" "lente" 290 "cnfr"
"an" "nasal" "lente" 374 "cnfr"
"an" "nasal" "lente" 284 "cnfr"
"an" "nasal" "lente" 325 "cnfr"
"an" "nasal" "lente" 296 "cnfr"
"an" "nasal" "lente" 237 "cnfr"
"an" "nasal" "lente" 263 "cnfr"
"an" "nasal" "lente" 206 "cnfr"
"an" "nasal" "lente" 292 "cnfr"
"an" "nasal" "lente" 215 "cnfr"
"an" "nasal" "lente" 347 "cnfr"
"an" "nasal" "lente" 286 "cnfr"
"an" "nasal" "lente" 252 "cnfr"
"an" "nasal" "lente" 321 "cnfr"
"an" "nasal" "lente" 223 "cnfr"
"an" "nasal" "lente" 260 "cnfr"
"an" "nasal" "lente" 300 "cnfr"
"an" "nasal" "lente" 204 "cnfr"
"an" "nasal" "lente" 262 "cnfr"
"an" "nasal" "lente" 231 "cnfr"
"an" "nasal" "lente" 309 "cnfr"
"an" "nasal" "lente" 242 "cnfr"
"an" "nasal" "lente" 260 "cnfr"
"an" "nasal" "lente" 302 "cnfr"
"an" "nasal" "lente" 277 "cnfr"
"an" "nasal" "lente" 342 "cnfr"
"an" "nasal" "lente" 260 "cnfr"
"an" "nasal" "lente" 340 "cnfr"
"on" "oral" "lente" 173 "cnfr"
"on" "oral" "lente" 171 "cnfr"
"on" "oral" "lente" 149 "cnfr"
"on" "oral" "lente" 171 "cnfr"
"on" "oral" "lente" 227 "cnfr"
"on" "oral" "lente" 118 "cnfr"
"on" "oral" "lente" 103 "cnfr"
"on" "oral" "lente" 198 "cnfr"
"on" "oral" "lente" 145 "cnfr"
"on" "oral" "lente" 157 "cnfr"
"on" "oral" "lente" 172 "cnfr"
"on" "oral" "lente" 171 "cnfr"
"on" "oral" "lente" 188 "cnfr"
"on" "oral" "lente" 142 "cnfr"
"on" "oral" "lente" 141 "cnfr"
"on" "oral" "lente" 206 "cnfr"
"on" "oral" "lente" 161 "cnfr"
"on" "oral" "lente" 206 "cnfr"
"on" "oral" "lente" 156 "cnfr"
"on" "oral" "lente" 173 "cnfr"
"on" "oral" "lente" 129 "cnfr"
"on" "oral" "lente" 176 "cnfr"
"on" "oral" "lente" 186 "cnfr"
"on" "oral" "lente" 209 "cnfr"
"on" "oral" "lente" 203 "cnfr"
"on" "oral" "lente" 120 "cnfr"
"on" "oral" "lente" 179 "cnfr"
"on" "oral" "lente" 165 "cnfr"
"on" "oral" "lente" 169 "cnfr"
"on" "oral" "lente" 121 "cnfr"
"on" "oral" "lente" 188 "cnfr"
"on" "oral" "lente" 166 "cnfr"
"on" "oral" "lente" 143 "cnfr"
"on" "oral" "lente" 116 "cnfr"
"on" "oral" "lente" 167 "cnfr"
"on" "oral" "lente" 178 "cnfr"
"on" "oral" "lente" 182 "cnfr"
"on" "oral" "lente" 164 "cnfr"
"on" "oral" "lente" 180 "cnfr"
"on" "oral" "lente" 145 "cnfr"
"on" "oral" "lente" 176 "cnfr"
"on" "oral" "lente" 214 "cnfr"
"on" "oral" "lente" 254 "cnfr"
"on" "oral" "lente" 127 "cnfr"
"on" "oral" "lente" 180 "cnfr"
"on" "oral" "lente" 119 "cnfr"
"on" "oral" "lente" 204 "cnfr"
"on" "oral" "lente" 112 "cnfr"
"on" "oral" "lente" 181 "cnfr"
"on" "oral" "lente" 185 "cnfr"
"on" "oral" "lente" 166 "cnfr"
"on" "oral" "lente" 164 "cnfr"
"on" "oral" "lente" 173 "cnfr"
"on" "oral" "lente" 173 "cnfr"
"on" "oral" "lente" 151 "cnfr"
"on" "oral" "lente" 164 "cnfr"
"on" "oral" "lente" 160 "cnfr"
"on" "oral" "lente" 140 "cnfr"
"on" "oral" "lente" 159 "cnfr"
"on" "oral" "lente" 182 "cnfr"
"on" "nasal" "lente" 294 "cnfr"
"on" "nasal" "lente" 293 "cnfr"
"on" "nasal" "lente" 298 "cnfr"
"on" "nasal" "lente" 285 "cnfr"
"on" "nasal" "lente" 306 "cnfr"
"on" "nasal" "lente" 270 "cnfr"
"on" "nasal" "lente" 289 "cnfr"
"on" "nasal" "lente" 347 "cnfr"
"on" "nasal" "lente" 285 "cnfr"
"on" "nasal" "lente" 306 "cnfr"
"on" "nasal" "lente" 268 "cnfr"
"on" "nasal" "lente" 285 "cnfr"
"on" "nasal" "lente" 373 "cnfr"
"on" "nasal" "lente" 317 "cnfr"
"on" "nasal" "lente" 299 "cnfr"
"on" "nasal" "lente" 272 "cnfr"
"on" "nasal" "lente" 293 "cnfr"
"on" "nasal" "lente" 264 "cnfr"
"on" "nasal" "lente" 262 "cnfr"
"on" "nasal" "lente" 305 "cnfr"
"on" "nasal" "lente" 303 "cnfr"
"on" "nasal" "lente" 290 "cnfr"
"on" "nasal" "lente" 297 "cnfr"
"on" "nasal" "lente" 300 "cnfr"
"on" "nasal" "lente" 259 "cnfr"
"on" "nasal" "lente" 331 "cnfr"
"on" "nasal" "lente" 293 "cnfr"
"on" "nasal" "lente" 320 "cnfr"
"on" "nasal" "lente" 267 "cnfr"
"on" "nasal" "lente" 270 "cnfr"
"on" "nasal" "lente" 290 "cnfr"
"on" "nasal" "lente" 296 "cnfr"
"on" "nasal" "lente" 266 "cnfr"
"on" "nasal" "lente" 285 "cnfr"
"on" "nasal" "lente" 326 "cnfr"
"on" "nasal" "lente" 284 "cnfr"
"on" "nasal" "lente" 307 "cnfr"
"on" "nasal" "lente" 293 "cnfr"
"on" "nasal" "lente" 301 "cnfr"
"on" "nasal" "lente" 291 "cnfr"
"on" "nasal" "lente" 306 "cnfr"
"on" "nasal" "lente" 300 "cnfr"
"on" "nasal" "lente" 227 "cnfr"
"on" "nasal" "lente" 282 "cnfr"
"on" "nasal" "lente" 280 "cnfr"
"on" "nasal" "lente" 310 "cnfr"
"on" "nasal" "lente" 299 "cnfr"
"on" "nasal" "lente" 284 "cnfr"
"on" "nasal" "lente" 272 "cnfr"
"on" "nasal" "lente" 267 "cnfr"
"on" "nasal" "lente" 254 "cnfr"
"on" "nasal" "lente" 323 "cnfr"
"on" "nasal" "lente" 324 "cnfr"
"on" "nasal" "lente" 290 "cnfr"
"on" "nasal" "lente" 316 "cnfr"
"on" "nasal" "lente" 269 "cnfr"
"on" "nasal" "lente" 288 "cnfr"
"on" "nasal" "lente" 321 "cnfr"
"on" "nasal" "lente" 285 "cnfr"
"on" "nasal" "lente" 293 "cnfr"
