"voyelle" "partie" "vitesse" "durée" "locuteur"
"on" "nasal" "normal" 171 "cnfr"
"on" "nasal" "normal" 198 "cnfr"
"on" "nasal" "normal" 186 "cnfr"
"on" "nasal" "normal" 189 "cnfr"
"on" "nasal" "normal" 153 "cnfr"
"on" "nasal" "normal" 137 "cnfr"
"on" "nasal" "normal" 194 "cnfr"
"on" "nasal" "normal" 174 "cnfr"
"on" "nasal" "normal" 141 "cnfr"
"on" "nasal" "normal" 203 "cnfr"
"on" "nasal" "normal" 116 "cnfr"
"on" "nasal" "normal" 164 "cnfr"
"on" "nasal" "normal" 189 "cnfr"
"on" "nasal" "normal" 141 "cnfr"
"on" "nasal" "normal" 130 "cnfr"
"on" "nasal" "normal" 166 "cnfr"
"on" "nasal" "normal" 205 "cnfr"
"on" "nasal" "normal" 167 "cnfr"
"on" "nasal" "normal" 115 "cnfr"
"on" "nasal" "normal" 150 "cnfr"
"on" "nasal" "normal" 190 "cnfr"
"on" "nasal" "normal" 203 "cnfr"
"on" "nasal" "normal" 154 "cnfr"
"on" "nasal" "normal" 178 "cnfr"
"on" "nasal" "normal" 205 "cnfr"
"on" "nasal" "normal" 144 "cnfr"
"on" "nasal" "normal" 176 "cnfr"
"on" "nasal" "normal" 168 "cnfr"
"on" "nasal" "normal" 168 "cnfr"
"on" "nasal" "normal" 188 "cnfr"
"on" "nasal" "normal" 175 "cnfr"
"on" "nasal" "normal" 176 "cnfr"
"on" "nasal" "normal" 174 "cnfr"
"on" "nasal" "normal" 138 "cnfr"
"on" "nasal" "normal" 146 "cnfr"
"on" "nasal" "normal" 169 "cnfr"
"on" "nasal" "normal" 153 "cnfr"
"on" "nasal" "normal" 140 "cnfr"
"on" "nasal" "normal" 171 "cnfr"
"on" "nasal" "normal" 145 "cnfr"
"on" "nasal" "normal" 178 "cnfr"
"on" "nasal" "normal" 179 "cnfr"
"on" "nasal" "normal" 159 "cnfr"
"on" "nasal" "normal" 145 "cnfr"
"on" "nasal" "normal" 171 "cnfr"
"on" "nasal" "normal" 147 "cnfr"
"on" "nasal" "normal" 146 "cnfr"
"on" "nasal" "normal" 162 "cnfr"
"ain" "oral" "normal" 83 "cnfr"
"ain" "oral" "normal" 81 "cnfr"
"ain" "oral" "normal" 67 "cnfr"
"ain" "oral" "normal" 62 "cnfr"
"ain" "oral" "normal" 63 "cnfr"
"ain" "oral" "normal" 105 "cnfr"
"ain" "oral" "normal" 78 "cnfr"
"ain" "oral" "normal" 74 "cnfr"
"ain" "oral" "normal" 96 "cnfr"
"ain" "oral" "normal" 96 "cnfr"
"ain" "oral" "normal" 79 "cnfr"
"ain" "oral" "normal" 78 "cnfr"
"ain" "oral" "normal" 72 "cnfr"
"ain" "oral" "normal" 86 "cnfr"
"ain" "oral" "normal" 94 "cnfr"
"ain" "oral" "normal" 114 "cnfr"
"ain" "oral" "normal" 86 "cnfr"
"ain" "oral" "normal" 86 "cnfr"
"ain" "oral" "normal" 66 "cnfr"
"ain" "oral" "normal" 67 "cnfr"
"ain" "oral" "normal" 91 "cnfr"
"ain" "oral" "normal" 100 "cnfr"
"ain" "oral" "normal" 81 "cnfr"
"ain" "oral" "normal" 54 "cnfr"
"ain" "oral" "normal" 98 "cnfr"
"ain" "oral" "normal" 92 "cnfr"
"ain" "oral" "normal" 65 "cnfr"
"ain" "oral" "normal" 69 "cnfr"
"ain" "oral" "normal" 70 "cnfr"
"ain" "oral" "normal" 60 "cnfr"
"ain" "oral" "normal" 96 "cnfr"
"ain" "oral" "normal" 67 "cnfr"
"ain" "oral" "normal" 56 "cnfr"
"ain" "oral" "normal" 53 "cnfr"
"ain" "oral" "normal" 84 "cnfr"
"ain" "oral" "normal" 82 "cnfr"
"ain" "oral" "normal" 61 "cnfr"
"ain" "oral" "normal" 78 "cnfr"
"ain" "oral" "normal" 72 "cnfr"
"ain" "oral" "normal" 76 "cnfr"
"ain" "oral" "normal" 65 "cnfr"
"ain" "oral" "normal" 96 "cnfr"
"ain" "oral" "normal" 110 "cnfr"
"ain" "oral" "normal" 76 "cnfr"
"ain" "oral" "normal" 58 "cnfr"
"ain" "oral" "normal" 45 "cnfr"
"ain" "oral" "normal" 71 "cnfr"
"ain" "oral" "normal" 78 "cnfr"
"ain" "oral" "normal" 58 "cnfr"
"ain" "oral" "normal" 98 "cnfr"
"ain" "oral" "normal" 68 "cnfr"
"ain" "oral" "normal" 88 "cnfr"
"ain" "oral" "normal" 90 "cnfr"
"ain" "oral" "normal" 90 "cnfr"
"ain" "oral" "normal" 88 "cnfr"
"ain" "oral" "normal" 67 "cnfr"
"ain" "oral" "normal" 97 "cnfr"
"ain" "oral" "normal" 76 "cnfr"
"ain" "oral" "normal" 83 "cnfr"
"ain" "oral" "normal" 61 "cnfr"
"ain" "nasal" "normal" 128 "cnfr"
"ain" "nasal" "normal" 121 "cnfr"
"ain" "nasal" "normal" 121 "cnfr"
"ain" "nasal" "normal" 97 "cnfr"
"ain" "nasal" "normal" 110 "cnfr"
"ain" "nasal" "normal" 142 "cnfr"
"ain" "nasal" "normal" 131 "cnfr"
"ain" "nasal" "normal" 107 "cnfr"
"ain" "nasal" "normal" 106 "cnfr"
"ain" "nasal" "normal" 127 "cnfr"
"ain" "nasal" "normal" 109 "cnfr"
"ain" "nasal" "normal" 105 "cnfr"
"ain" "nasal" "normal" 140 "cnfr"
"ain" "nasal" "normal" 124 "cnfr"
"ain" "nasal" "normal" 121 "cnfr"
"ain" "nasal" "normal" 147 "cnfr"
"ain" "nasal" "normal" 177 "cnfr"
"ain" "nasal" "normal" 89 "cnfr"
"ain" "nasal" "normal" 133 "cnfr"
"ain" "nasal" "normal" 123 "cnfr"
"ain" "nasal" "normal" 156 "cnfr"
"ain" "nasal" "normal" 54 "cnfr"
"ain" "nasal" "normal" 105 "cnfr"
"ain" "nasal" "normal" 126 "cnfr"
"ain" "nasal" "normal" 138 "cnfr"
"ain" "nasal" "normal" 119 "cnfr"
"ain" "nasal" "normal" 80 "cnfr"
"ain" "nasal" "normal" 131 "cnfr"
"ain" "nasal" "normal" 141 "cnfr"
"ain" "nasal" "normal" 127 "cnfr"
"ain" "nasal" "normal" 119 "cnfr"
"ain" "nasal" "normal" 106 "cnfr"
"ain" "nasal" "normal" 97 "cnfr"
"ain" "nasal" "normal" 103 "cnfr"
"ain" "nasal" "normal" 134 "cnfr"
"ain" "nasal" "normal" 150 "cnfr"
"ain" "nasal" "normal" 146 "cnfr"
"ain" "nasal" "normal" 149 "cnfr"
"ain" "nasal" "normal" 125 "cnfr"
"ain" "nasal" "normal" 113 "cnfr"
"ain" "nasal" "normal" 105 "cnfr"
"ain" "nasal" "normal" 74 "cnfr"
"ain" "nasal" "normal" 168 "cnfr"
"ain" "nasal" "normal" 103 "cnfr"
"ain" "nasal" "normal" 137 "cnfr"
"ain" "nasal" "normal" 164 "cnfr"
"ain" "nasal" "normal" 94 "cnfr"
"ain" "nasal" "normal" 99 "cnfr"
"ain" "nasal" "normal" 133 "cnfr"
"ain" "nasal" "normal" 85 "cnfr"
"ain" "nasal" "normal" 104 "cnfr"
"ain" "nasal" "normal" 131 "cnfr"
"ain" "nasal" "normal" 135 "cnfr"
"ain" "nasal" "normal" 92 "cnfr"
"ain" "nasal" "normal" 120 "cnfr"
"ain" "nasal" "normal" 76 "cnfr"
"ain" "nasal" "normal" 152 "cnfr"
"ain" "nasal" "normal" 164 "cnfr"
"ain" "nasal" "normal" 123 "cnfr"
"ain" "nasal" "normal" 102 "cnfr"
"an" "oral" "normal" 74 "cnfr"
"an" "oral" "normal" 76 "cnfr"
"an" "oral" "normal" 83 "cnfr"
"an" "oral" "normal" 68 "cnfr"
"an" "oral" "normal" 88 "cnfr"
"an" "oral" "normal" 66 "cnfr"
"an" "oral" "normal" 50 "cnfr"
"an" "oral" "normal" 72 "cnfr"
"an" "oral" "normal" 71 "cnfr"
"an" "oral" "normal" 83 "cnfr"
"an" "oral" "normal" 74 "cnfr"
"an" "oral" "normal" 62 "cnfr"
"an" "oral" "normal" 78 "cnfr"
"an" "oral" "normal" 75 "cnfr"
"an" "oral" "normal" 46 "cnfr"
"an" "oral" "normal" 69 "cnfr"
"an" "oral" "normal" 59 "cnfr"
"an" "oral" "normal" 71 "cnfr"
"an" "oral" "normal" 68 "cnfr"
"an" "oral" "normal" 88 "cnfr"
"an" "oral" "normal" 68 "cnfr"
"an" "oral" "normal" 65 "cnfr"
"an" "oral" "normal" 81 "cnfr"
"an" "oral" "normal" 85 "cnfr"
"an" "oral" "normal" 78 "cnfr"
"an" "oral" "normal" 76 "cnfr"
"an" "oral" "normal" 72 "cnfr"
"an" "oral" "normal" 48 "cnfr"
"an" "oral" "normal" 68 "cnfr"
"an" "oral" "normal" 66 "cnfr"
"an" "oral" "normal" 67 "cnfr"
"an" "oral" "normal" 62 "cnfr"
"an" "oral" "normal" 73 "cnfr"
"an" "oral" "normal" 74 "cnfr"
"an" "oral" "normal" 72 "cnfr"
"an" "oral" "normal" 73 "cnfr"
"an" "oral" "normal" 83 "cnfr"
"an" "oral" "normal" 75 "cnfr"
"an" "oral" "normal" 88 "cnfr"
"an" "oral" "normal" 76 "cnfr"
"an" "oral" "normal" 77 "cnfr"
"an" "oral" "normal" 89 "cnfr"
"an" "oral" "normal" 57 "cnfr"
"an" "oral" "normal" 85 "cnfr"
"an" "oral" "normal" 72 "cnfr"
"an" "oral" "normal" 57 "cnfr"
"an" "oral" "normal" 73 "cnfr"
"an" "oral" "normal" 83 "cnfr"
"an" "oral" "normal" 74 "cnfr"
"an" "oral" "normal" 66 "cnfr"
"an" "oral" "normal" 69 "cnfr"
"an" "oral" "normal" 68 "cnfr"
"an" "oral" "normal" 77 "cnfr"
"an" "oral" "normal" 83 "cnfr"
"an" "oral" "normal" 79 "cnfr"
"an" "oral" "normal" 71 "cnfr"
"an" "oral" "normal" 58 "cnfr"
"an" "oral" "normal" 72 "cnfr"
"an" "oral" "normal" 68 "cnfr"
"an" "oral" "normal" 76 "cnfr"
"an" "nasal" "normal" 140 "cnfr"
"an" "nasal" "normal" 95 "cnfr"
"an" "nasal" "normal" 106 "cnfr"
"an" "nasal" "normal" 128 "cnfr"
"an" "nasal" "normal" 104 "cnfr"
"an" "nasal" "normal" 140 "cnfr"
"an" "nasal" "normal" 126 "cnfr"
"an" "nasal" "normal" 115 "cnfr"
"an" "nasal" "normal" 152 "cnfr"
"an" "nasal" "normal" 113 "cnfr"
"an" "nasal" "normal" 161 "cnfr"
"an" "nasal" "normal" 137 "cnfr"
"an" "nasal" "normal" 160 "cnfr"
"an" "nasal" "normal" 153 "cnfr"
"an" "nasal" "normal" 130 "cnfr"
"an" "nasal" "normal" 126 "cnfr"
"an" "nasal" "normal" 160 "cnfr"
"an" "nasal" "normal" 149 "cnfr"
"an" "nasal" "normal" 102 "cnfr"
"an" "nasal" "normal" 107 "cnfr"
"an" "nasal" "normal" 121 "cnfr"
"an" "nasal" "normal" 157 "cnfr"
"an" "nasal" "normal" 159 "cnfr"
"an" "nasal" "normal" 155 "cnfr"
"an" "nasal" "normal" 131 "cnfr"
"an" "nasal" "normal" 119 "cnfr"
"an" "nasal" "normal" 130 "cnfr"
"an" "nasal" "normal" 146 "cnfr"
"an" "nasal" "normal" 141 "cnfr"
"an" "nasal" "normal" 128 "cnfr"
"an" "nasal" "normal" 124 "cnfr"
"an" "nasal" "normal" 123 "cnfr"
"an" "nasal" "normal" 162 "cnfr"
"an" "nasal" "normal" 137 "cnfr"
"an" "nasal" "normal" 135 "cnfr"
"an" "nasal" "normal" 178 "cnfr"
"an" "nasal" "normal" 139 "cnfr"
"an" "nasal" "normal" 155 "cnfr"
"an" "nasal" "normal" 180 "cnfr"
"an" "nasal" "normal" 126 "cnfr"
"an" "nasal" "normal" 166 "cnfr"
"an" "nasal" "normal" 118 "cnfr"
"an" "nasal" "normal" 134 "cnfr"
"an" "nasal" "normal" 82 "cnfr"
"an" "nasal" "normal" 164 "cnfr"
"an" "nasal" "normal" 123 "cnfr"
"an" "nasal" "normal" 74 "cnfr"
"an" "nasal" "normal" 138 "cnfr"
"an" "nasal" "normal" 123 "cnfr"
"an" "nasal" "normal" 109 "cnfr"
"an" "nasal" "normal" 139 "cnfr"
"an" "nasal" "normal" 108 "cnfr"
"an" "nasal" "normal" 135 "cnfr"
"an" "nasal" "normal" 160 "cnfr"
"an" "nasal" "normal" 99 "cnfr"
"an" "nasal" "normal" 161 "cnfr"
"an" "nasal" "normal" 108 "cnfr"
"an" "nasal" "normal" 157 "cnfr"
"an" "nasal" "normal" 168 "cnfr"
"an" "nasal" "normal" 159 "cnfr"
"on" "oral" "normal" 83 "cnfr"
"on" "oral" "normal" 67 "cnfr"
"on" "oral" "normal" 86 "cnfr"
"on" "oral" "normal" 60 "cnfr"
"on" "oral" "normal" 84 "cnfr"
"on" "oral" "normal" 72 "cnfr"
"on" "oral" "normal" 84 "cnfr"
"on" "oral" "normal" 101 "cnfr"
"on" "oral" "normal" 88 "cnfr"
"on" "oral" "normal" 85 "cnfr"
"on" "oral" "normal" 71 "cnfr"
"on" "oral" "normal" 77 "cnfr"
"on" "oral" "normal" 93 "cnfr"
"on" "oral" "normal" 74 "cnfr"
"on" "oral" "normal" 68 "cnfr"
"on" "oral" "normal" 91 "cnfr"
"on" "oral" "normal" 86 "cnfr"
"on" "oral" "normal" 80 "cnfr"
"on" "oral" "normal" 69 "cnfr"
"on" "oral" "normal" 86 "cnfr"
"on" "oral" "normal" 77 "cnfr"
"on" "oral" "normal" 77 "cnfr"
"on" "oral" "normal" 83 "cnfr"
"on" "oral" "normal" 86 "cnfr"
"on" "oral" "normal" 99 "cnfr"
"on" "oral" "normal" 79 "cnfr"
"on" "oral" "normal" 64 "cnfr"
"on" "oral" "normal" 105 "cnfr"
"on" "oral" "normal" 96 "cnfr"
"on" "oral" "normal" 79 "cnfr"
"on" "oral" "normal" 83 "cnfr"
"on" "oral" "normal" 85 "cnfr"
"on" "oral" "normal" 78 "cnfr"
"on" "oral" "normal" 65 "cnfr"
"on" "oral" "normal" 78 "cnfr"
"on" "oral" "normal" 82 "cnfr"
"on" "oral" "normal" 73 "cnfr"
"on" "oral" "normal" 99 "cnfr"
"on" "oral" "normal" 83 "cnfr"
"on" "oral" "normal" 74 "cnfr"
"on" "oral" "normal" 75 "cnfr"
"on" "oral" "normal" 83 "cnfr"
"on" "oral" "normal" 88 "cnfr"
"on" "oral" "normal" 102 "cnfr"
"on" "oral" "normal" 80 "cnfr"
"on" "oral" "normal" 83 "cnfr"
"on" "oral" "normal" 87 "cnfr"
"on" "oral" "normal" 74 "cnfr"
"on" "oral" "normal" 82 "cnfr"
"on" "oral" "normal" 80 "cnfr"
"on" "oral" "normal" 102 "cnfr"
"on" "oral" "normal" 96 "cnfr"
"on" "oral" "normal" 90 "cnfr"
"on" "oral" "normal" 87 "cnfr"
"on" "oral" "normal" 84 "cnfr"
"on" "oral" "normal" 89 "cnfr"
"on" "oral" "normal" 54 "cnfr"
"on" "oral" "normal" 73 "cnfr"
"on" "oral" "normal" 74 "cnfr"
"on" "oral" "normal" 88 "cnfr"
"on" "nasal" "normal" 123 "cnfr"
"on" "nasal" "normal" 158 "cnfr"
"on" "nasal" "normal" 140 "cnfr"
"on" "nasal" "normal" 135 "cnfr"
"on" "nasal" "normal" 134 "cnfr"
"on" "nasal" "normal" 130 "cnfr"
"on" "nasal" "normal" 140 "cnfr"
"on" "nasal" "normal" 87 "cnfr"
"on" "nasal" "normal" 145 "cnfr"
"on" "nasal" "normal" 110 "cnfr"
"on" "nasal" "normal" 126 "cnfr"
"on" "nasal" "normal" 117 "cnfr"
"on" "nasal" "normal" 172 "cnfr"
"on" "nasal" "normal" 131 "cnfr"
"on" "nasal" "normal" 123 "cnfr"
"on" "nasal" "normal" 170 "cnfr"
"on" "nasal" "normal" 168 "cnfr"
"on" "nasal" "normal" 105 "cnfr"
"on" "nasal" "normal" 132 "cnfr"
"on" "nasal" "normal" 130 "cnfr"
"on" "nasal" "normal" 120 "cnfr"
"on" "nasal" "normal" 142 "cnfr"
"on" "nasal" "normal" 150 "cnfr"
"on" "nasal" "normal" 117 "cnfr"
"on" "nasal" "normal" 110 "cnfr"
"on" "nasal" "normal" 120 "cnfr"
"on" "nasal" "normal" 102 "cnfr"
"on" "nasal" "normal" 184 "cnfr"
"on" "nasal" "normal" 105 "cnfr"
"on" "nasal" "normal" 151 "cnfr"
"on" "nasal" "normal" 158 "cnfr"
"on" "nasal" "normal" 122 "cnfr"
"on" "nasal" "normal" 121 "cnfr"
"on" "nasal" "normal" 161 "cnfr"
"on" "nasal" "normal" 152 "cnfr"
"on" "nasal" "normal" 108 "cnfr"
"on" "nasal" "normal" 121 "cnfr"
"on" "nasal" "normal" 126 "cnfr"
"on" "nasal" "normal" 103 "cnfr"
"on" "nasal" "normal" 102 "cnfr"
"on" "nasal" "normal" 120 "cnfr"
"on" "nasal" "normal" 154 "cnfr"
"on" "nasal" "normal" 171 "cnfr"
"on" "nasal" "normal" 179 "cnfr"
"on" "nasal" "normal" 129 "cnfr"
"on" "nasal" "normal" 147 "cnfr"
"on" "nasal" "normal" 123 "cnfr"
"on" "nasal" "normal" 168 "cnfr"
"on" "nasal" "normal" 109 "cnfr"
"on" "nasal" "normal" 98 "cnfr"
"on" "nasal" "normal" 199 "cnfr"
"on" "nasal" "normal" 142 "cnfr"
"on" "nasal" "normal" 106 "cnfr"
"on" "nasal" "normal" 114 "cnfr"
"on" "nasal" "normal" 156 "cnfr"
"on" "nasal" "normal" 141 "cnfr"
"on" "nasal" "normal" 147 "cnfr"
"on" "nasal" "normal" 134 "cnfr"
"on" "nasal" "normal" 104 "cnfr"
"on" "nasal" "normal" 170 "cnfr"
