"voyelle" "partie" "vitesse" "durée" "groupe"
"on" "nasal" "lente" 282 "group2"
"on" "nasal" "lente" 280 "group2"
"on" "nasal" "lente" 310 "group2"
"on" "nasal" "lente" 299 "group2"
"on" "nasal" "lente" 284 "group2"
"on" "nasal" "lente" 272 "group2"
"on" "nasal" "lente" 267 "group2"
"on" "nasal" "lente" 254 "group2"
"on" "nasal" "lente" 323 "group2"
"on" "nasal" "lente" 324 "group2"
"on" "nasal" "lente" 290 "group2"
"on" "nasal" "lente" 316 "group2"
"on" "nasal" "lente" 269 "group2"
"on" "nasal" "lente" 288 "group2"
"on" "nasal" "lente" 321 "group2"
"on" "nasal" "lente" 285 "group2"
"on" "nasal" "lente" 293 "group2"
